Day,Gas Price,Oil Price
5/2/2000,3.2,24.73
04/28/2000,3.09,23.79
04/27/2000,3.06,23.07
04/26/2000,3.12,22.9
04/25/2000,3.18,23.36
04/20/2000,3.07,23.57
04/19/2000,3.12,23.5
04/18/2000,3.12,22.67
04/17/2000,3.13,22.2
04/14/2000,3.11,22.13
04/13/2000,3.05,22.65
4/12/2000,3.05,21.4
4/11/2000,2.98,21.05
4/10/2000,2.97,21.08
4/7/2000,2.99,22.63
4/6/2000,2.98,22.9
4/5/2000,2.86,22.98
4/4/2000,2.87,23.26
4/3/2000,2.92,24.62
03/31/2000,2.88,23.98
03/30/2000,2.83,23.94
03/29/2000,2.92,23.77
03/28/2000,2.94,24.8
03/27/2000,2.82,25.16
03/24/2000,2.82,25.74
03/23/2000,2.76,25.32
03/22/2000,2.78,25.77
03/21/2000,2.74,24.93
03/20/2000,2.73,25.59
03/17/2000,2.81,27.87
03/16/2000,2.84,27.97
03/15/2000,2.76,28.03
03/14/2000,2.83,28.83
03/13/2000,2.79,29.25
3/9/2000,2.69,29.11
3/8/2000,2.74,31.41
3/7/2000,2.78,31.93
3/6/2000,2.76,30.08
3/3/2000,2.72,29.83
3/2/2000,2.8,30.12
3/1/2000,2.71,29.78
02/29/2000,2.65,29.01
02/28/2000,2.6,28.7
02/25/2000,2.51,28.53
02/24/2000,2.52,28.21
02/23/2000,2.5,27.92
02/22/2000,2.55,27.22
02/18/2000,2.65,27.26
02/17/2000,2.66,27.54
02/16/2000,2.65,28.11
02/15/2000,2.61,28.12
02/14/2000,2.61,28.03
2/11/2000,2.65,27.82
2/10/2000,2.65,27.32
2/9/2000,2.62,27.44
2/8/2000,2.6,27.61
2/7/2000,2.81,27.94
2/4/2000,2.78,27.48
2/3/2000,2.85,27.6
2/2/2000,2.91,27.15
2/1/2000,2.81,27.35
01/31/2000,2.69,27.08
01/28/2000,2.84,26.59
01/27/2000,2.76,26.91
01/26/2000,2.73,27.18
01/25/2000,2.66,27.24
01/24/2000,2.55,27.02
01/21/2000,2.55,27.18
01/20/2000,2.53,26.26
01/19/2000,2.4,26.17
01/18/2000,2.35,26.31
01/14/2000,2.28,25.5
01/13/2000,2.29,24.9
1/12/2000,2.25,24.62
1/11/2000,2.23,23.93
1/10/2000,2.2,22.77
1/7/2000,2.19,23.35
1/6/2000,2.18,23.55
1/5/2000,2.17,23.72
1/4/2000,2.16,23.95
12/30/1999,2.3,24.93
12/29/1999,2.34,25.63
12/23/1999,2.42,25.11
12/22/1999,2.45,25.04
12/21/1999,2.59,25.51
12/20/1999,2.67,25.98
12/17/1999,2.55,26.22
12/16/1999,2.52,26.09
12/15/1999,2.54,25.68
12/14/1999,2.49,24.88
12/13/1999,2.35,24.31
12/10/1999,2.27,24.86
12/9/1999,2.2,25.85
12/8/1999,2.23,25.45
12/7/1999,2.16,26.1
12/6/1999,2.19,26.46
12/3/1999,2.16,26.17
12/2/1999,2.18,25.52
12/1/1999,2.17,24.2
11/30/1999,2.22,25.2
11/29/1999,2.25,25.67
11/24/1999,1.96,25.77
11/23/1999,1.99,25.66
11/22/1999,2.05,25.86
11/19/1999,2.16,25.14
11/18/1999,2.22,25.02
11/17/1999,2.24,24.98
11/16/1999,2.23,24.88
11/15/1999,2.33,25.93
11/12/1999,2.16,25.39
11/11/1999,2.38,24.96
11/10/1999,2.39,25.42
11/9/1999,2.44,24.44
11/8/1999,2.59,23.62
11/5/1999,2.62,22.8
11/4/1999,2.75,22.64
11/3/1999,2.82,22.38
11/2/1999,2.81,21.98
11/1/1999,2.73,21.32
10/29/1999,2.76,21.11
10/28/1999,2.97,21.22
10/27/1999,3.02,22.18
10/26/1999,2.96,22.14
10/25/1999,2.98,22.45
10/22/1999,3,22.38
10/21/1999,2.99,21.68
10/20/1999,2.9,21.02
10/19/1999,2.89,21.59
10/18/1999,2.82,22.26
10/15/1999,2.66,21.65
10/14/1999,2.7,22.28
10/13/1999,2.81,22.26
10/12/1999,2.65,21.89
10/11/1999,2.53,20.84
10/8/1999,2.35,20.78
10/7/1999,2.49,22.33
10/6/1999,2.48,23.07
10/5/1999,2.45,22.64
10/4/1999,2.49,23.3
10/1/1999,2.39,22.98
09/30/1999,2.31,22.98
09/29/1999,2.57,23.46
09/28/1999,2.52,23.24
09/27/1999,2.51,23.6
09/24/1999,2.54,23.66
09/23/1999,2.45,23.41
09/22/1999,2.3,22.49
09/21/1999,2.33,22.68
09/20/1999,2.49,22.85
09/17/1999,2.45,22.93
09/16/1999,2.47,23.06
09/15/1999,2.52,23.25
09/14/1999,2.66,23.18
09/13/1999,2.8,22.98
9/10/1999,2.84,22.36
9/9/1999,2.75,22.51
9/8/1999,2.66,21.96
9/7/1999,2.56,21.71
9/3/1999,2.47,20.74
9/2/1999,2.56,20.66
9/1/1999,2.71,21.1
08/31/1999,2.84,21.08
08/27/1999,2.87,20.32
08/26/1999,2.97,19.8
08/25/1999,3.1,19.71
08/24/1999,3.01,20.48
08/23/1999,2.95,20.96
08/20/1999,2.97,21.11
08/19/1999,2.87,20.92
08/18/1999,2.75,20.69
08/17/1999,2.7,20.61
08/16/1999,2.73,20.68
08/13/1999,2.71,20.61
8/12/1999,2.73,20.32
8/11/1999,2.79,20.58
8/10/1999,2.77,20.18
8/9/1999,2.73,19.34
8/6/1999,2.69,19.66
8/5/1999,2.69,19.64
8/4/1999,2.64,19.38
8/3/1999,2.61,19.32
8/2/1999,2.51,19.21
07/30/1999,2.55,19.97
07/29/1999,2.67,19.97
07/28/1999,2.58,19.65
07/27/1999,2.55,19.46
07/26/1999,2.55,19.73
07/23/1999,2.42,19.69
07/22/1999,2.32,19.01
07/21/1999,2.25,18.62
07/20/1999,2.24,19.33
07/19/1999,2.2,19.75
07/16/1999,2.18,19.42
07/15/1999,2.12,18.9
07/14/1999,2.16,19.48
07/13/1999,2.14,19.49
7/12/1999,2.12,18.94
7/9/1999,2.17,18.9
7/8/1999,2.19,18.74
7/7/1999,2.2,18.36
7/6/1999,2.29,18.47
7/2/1999,2.26,17.55
7/1/1999,2.29,17.25
06/30/1999,2.34,16.97
06/29/1999,2.33,16.38
06/28/1999,2.25,16.27
06/25/1999,2.27,16.27
06/24/1999,2.26,16.28
06/23/1999,2.25,16.04
06/22/1999,2.23,15.91
06/21/1999,2.22,15.64
06/18/1999,2.24,15.93
06/17/1999,2.24,16
06/16/1999,2.28,16.29
06/15/1999,2.28,16.33
06/14/1999,2.29,16.05
6/11/1999,2.3,16.25
6/10/1999,2.37,15.99
6/9/1999,2.39,16.19
6/8/1999,2.38,16.25
6/7/1999,2.41,15.98
6/4/1999,2.31,15.21
6/3/1999,2.35,14.26
6/2/1999,2.36,14.28
6/1/1999,2.34,14.22
05/28/1999,2.29,14.75
05/27/1999,2.27,15.04
05/26/1999,2.22,15.18
05/25/1999,2.18,14.71
05/24/1999,2.19,14.83
05/21/1999,2.21,14.49
05/20/1999,2.26,14.44
05/19/1999,2.27,14.42
05/18/1999,2.3,14.43
05/17/1999,2.31,14.98
05/14/1999,2.28,15.18
05/13/1999,2.21,15.21
5/12/1999,2.19,14.74
5/11/1999,2.29,15.23
5/10/1999,2.25,15.72
5/7/1999,2.25,15.66
5/6/1999,2.32,16.44
5/5/1999,2.36,16.85
5/4/1999,2.32,16.98
04/30/1999,2.25,16.45
04/29/1999,2.37,16.53
04/28/1999,2.31,16.38
04/27/1999,2.32,15.91
04/26/1999,2.23,15.63
04/23/1999,2.23,16.07
04/22/1999,2.24,16.29
04/21/1999,2.17,15.96
04/20/1999,2.18,16.04
04/19/1999,2.1,16.01
04/16/1999,2.14,15.34
04/15/1999,2.14,14.82
04/14/1999,2.11,14.45
04/13/1999,2.14,14.68
4/12/1999,2.06,14.23
4/9/1999,2.1,14.11
4/8/1999,2.07,13.72
4/7/1999,2.03,14.14
4/6/1999,1.98,14.53
4/1/1999,1.95,14.6
03/31/1999,2.02,15.02
03/30/1999,1.89,14.5
03/29/1999,1.8,14.34
03/26/1999,1.83,13.97
03/25/1999,1.8,13.5
03/24/1999,1.79,13.37
03/23/1999,1.8,13.64
03/22/1999,1.74,13.37
03/19/1999,1.73,13.15
03/18/1999,1.75,13.35
03/17/1999,1.75,12.95
03/16/1999,1.75,12.11
03/15/1999,1.75,12.17
3/12/1999,1.81,12.3
3/11/1999,1.87,11.86
3/10/1999,1.94,11.46
3/9/1999,1.86,11.25
3/8/1999,1.87,11.49
3/5/1999,1.74,11.02
3/4/1999,1.72,11.2
3/3/1999,1.68,10.81
3/2/1999,1.67,10.41
3/1/1999,1.65,10.52
02/26/1999,1.63,10.58
02/25/1999,1.64,10.84
02/24/1999,1.73,10.64
02/23/1999,1.75,10.58
02/22/1999,1.77,10.24
02/19/1999,1.79,10.29
02/18/1999,1.8,9.93
02/17/1999,1.79,10.09
02/16/1999,1.79,9.98
2/12/1999,1.82,9.97
2/11/1999,1.78,9.82
2/10/1999,1.8,9.88
2/9/1999,1.82,9.77
2/8/1999,1.81,9.97
2/5/1999,1.81,10.18
2/4/1999,1.79,10.42
2/3/1999,1.8,10.78
2/2/1999,1.78,10.39
2/1/1999,1.75,10.81
01/29/1999,1.83,11.34
01/28/1999,1.75,11.14
01/27/1999,1.75,11.03
01/26/1999,1.73,10.84
01/25/1999,1.76,11.21
01/22/1999,1.82,11.23
01/21/1999,1.85,11.14
01/20/1999,1.81,10.85
01/19/1999,1.77,11.19
01/15/1999,1.78,10.97
01/14/1999,1.77,11.1
01/13/1999,1.87,10.9
1/12/1999,1.82,11.78
1/11/1999,1.83,12.07
1/8/1999,1.9,11.7
1/7/1999,1.91,11.08
1/6/1999,2.04,10.67
1/5/1999,2.05,10.3
1/4/1999,2.1,10.94
12/31/1998,1.95,10.54
12/30/1998,1.81,10.45
12/29/1998,1.82,10.23
12/24/1998,1.89,9.91
12/23/1998,1.88,9.91
12/22/1998,1.96,9.83
12/21/1998,2.05,9.45
12/18/1998,2.02,9.62
12/17/1998,2.02,9.92
12/16/1998,1.95,10.87
12/15/1998,1.86,9.57
12/14/1998,1.8,9.45
12/11/1998,1.55,9.26
12/10/1998,1.59,9.1
12/9/1998,1.64,9.46
12/8/1998,1.79,9.68
12/7/1998,1.44,9.7
12/4/1998,1.05,9.73
12/3/1998,1.21,10.05
12/2/1998,1.4,9.71
12/1/1998,1.41,9.87
